"type","value","source"
"domain","bloomwpp.info","public"
"domain","chatgptforchrome.com","public"
"domain","dinershtein.com","public"
"domain","driverservices.store","public"
"domain","dropmicis.info","public"
"domain","gen-ai-search.com","public"
"domain","martkartout.info","public"
"domain","n34kr3z26f3jzp4ckmwuv5ipqyatumdxhgjgsmucc65jac56khdy5zqd.onion","public"
"domain","petricgreen.info","public"
"url","http://fastdownloads.live/dl/putty.exe","public"
"url","http://jjf.life/OpenSSL/build.exe","public"
"url","https://captchanom.top/check/machinerie.dll","public"
"url","https://classic-offensive.com/Installer.zip","public"
"url","https://jjf.life/OpenSSL/ZoomClientSetup.exe","public"
"hash_sha256","046417685AD2EB075F33A0F757391DF84750D2395FA6F82B1F05359710B7C9B6","public"
"hash_sha256","0511345F452E8C5FF2CA903553BA72F4FCB4F029F72B12E27F6A33E33977E5D2","public"
"hash_sha256","06B8F395FC6B4FDA8D36482A4301A529C21C60C107CBE936E558AEF9F56B84F6","public"
"hash_sha256","088FA3063C3015978955B572D5DDCFF0838A945CE25665F24CCA83D33E039CB9","public"
"hash_sha256","0AFA8830D2C664A192AF94B638AB6B1C096D13E41A7F1886B71FF020E0D9BD93","public"
"hash_sha256","0C364717DEA76CBFF870A2DBF2099213615A4CAACAA5DE61F7271C7EEC73759F","public"
"hash_sha256","0C532A4A9F398FA2F5E12C2EAC00C81FF4A70AC6746CF462C3F2206ED910693F","public"
"hash_sha256","11391799AE242609304EF71B0EFB571F11AC412488BA69D6EFC54557447D022F","public"
"hash_sha256","1149C50A049DCA8ADA30247532D0B2F18B94C199B45FD5DC129B5A9FDA0991E9","public"
"hash_sha256","13CA36012DD66A7FA2F97D8A9577A7E71D8D41345EF65BF3D24EA5EBBB7C5CE1","public"
"hash_sha256","14E4884288C1740D5A4B67AC83A890000C3B92F945139B2433BF9746ACD14F9B","public"
"hash_sha256","169C30E06F12E33C12DC92B909B7B69CE77BCBFC2ACA91C5C096DC0F1938FE76","public"
"hash_sha256","16A79E36D9B371D1557310CB28D412207827DB2759D795F4D8E27D5F5AFAF63F","public"
"hash_sha256","299AABC6B9B03D92A6AED9D12EED45A669E5795763092693AC98322107CF8217","public"
"hash_sha256","2EEDD804C1FA4578485B55F4872145B7F891016510FE88FA760B61B8248DEC82","public"
"hash_sha256","3E55BF8ECAEEC65871E6FCA4CB2D4FF2586F83A20C12977858348492D2D0DEC4","public"
"hash_sha256","4206AB93AC9781C8367D8675292193625573C2AAACF8FEEADDD5B0CC9136D2D1","public"
"hash_sha256","446C7B9FF49C7C0B8AE02B720054E4F09EF60475C92A5D7F2E2B2BDB4CA5DE23","public"
"hash_sha256","49740A5785F0D6790EE7F82915D2A95866332FC3EAF6FB0DA59645404E4AED0C","public"
"hash_sha256","5284D5E034AA8C077469D3EF8FB2C09AA041C475703EA99C87855CF6EECF9564","public"
"hash_sha256","561809B0C9C67B7D48712AB9E53CF5CC137B94D5A2D8BC65314A2DB4C23DF99D","public"
"hash_sha256","59B143FD884F8450CF5161954EBF38DBD9C951ECDB13DE5E1F6AEA01A9F92201","public"
"hash_sha256","5A0DD2451A1661D12AB1E589124FF8ECD2C2AD55C8F35445BA9CF5E3215F977E","public"
"hash_sha256","5A6DD4BB2DB005ADEE56732B96FA6F4CEED47FC42298DAF7BB3E6DB32B59EAC6","public"
"hash_sha256","5BCA7F1942E07E8C12ECD9C802ECDB96570DFAAA1F44A6753EBB9FFDA0604CB4","public"
"hash_sha256","60FEC45A29A89C1CB10FD793065E8FC39BDAE15DAF813E3438E8FF6558FB7E2D","public"
